MONTHYEAR,PLAN_NAME,Customer,REGION,PRODUCT,NET REVENUE,Gross Revenue,Discount percentage ,
2022-03-01,SMALL BUSINESS,Cust30811,OTHERS,PD2,92.6,130,,
2021-09-01,SMALL BUSINESS,Cust30812,APJ,PD1,225,296,,
2021-03-01,LARGE BUSINESS,Cust30813,NA,PD1,430.95,590,,
2021-04-01,SMALL BUSINESS,Cust30815,INDIA,PD1,240,343,,
2021-10-01,SMALL BUSINESS,Cust30816,UK,PD6,81.6,109,,
2022-01-01,LARGE BUSINESS,Cust574,INDIA,PD4,77.3871,96,,
2021-09-01,LARGE BUSINESS,Cust30820,NA,PD5,69,82,,
2022-03-01,LARGE BUSINESS,Cust30822,EU,PD6,125.4,139,,
2021-09-01,SMALL BUSINESS,Cust30823,UK,PD1,20.4,23,,
2021-01-01,SMALL BUSINESS,Cust26972,EU,PD6,61.5,73,,
2021-02-01,SMALL BUSINESS,Cust30824,APJ,PD6,485.1,656,,
2021-11-01,Medium Business,Cust30826,INDIA,PD6,82.05948,103,,
2021-06-01,LARGE BUSINESS,Cust30827,NA,PD1,138,175,,
2021-12-01,Medium Business,Cust30829,EU,PD4,115.62,134,,
2021-04-01,LARGE BUSINESS,Cust30830,NA,PD1,483,589,,
2021-12-01,Medium Business,Cust30832,NA,PD6,534,732,,
2021-02-01,LARGE BUSINESS,Cust5858,NA,PD5,196,255,,
2022-01-01,Medium Business,Cust30835,NA,PD4,137,183,,
2022-02-01,SMALL BUSINESS,Cust30836,EU,PD1,61.56,62,,
2022-01-01,Medium Business,Cust30837,INDIA,PD2,109,242,,
2021-01-01,LARGE BUSINESS,Cust3186,EU,PD1,69,88,,
2021-04-01,LARGE BUSINESS,Cust30839,MEA,PD1,474,474,,
2022-02-01,SMALL BUSINESS,Cust30840,UK,PD1,36,45,,
2021-10-01,SMALL BUSINESS,Cust30841,MEA,PD1,70,78,,
2021-02-01,SMALL BUSINESS,Cust30842,OTHERS,PD8,11,15,,
2022-03-01,SMALL BUSINESS,Cust30843,NA,PD1,98.6,99,,
2021-09-01,Medium Business,Cust30844,OTHERS,PD2,133.710372,152,,
2021-07-01,SMALL BUSINESS,Cust30846,UK,PD6,244.8,345,,
2021-09-01,SMALL BUSINESS,Cust30847,NA,PD1,15,15,,
2021-04-01,SMALL BUSINESS,Cust30848,UK,PD1,38,52,,
2021-04-01,Medium Business,Cust3197,NA,PD4,170,215,,
2021-08-01,SMALL BUSINESS,Cust30850,NA,PD1,30,41,,
2021-07-01,LARGE BUSINESS,Cust13938,APJ,PD1,93.1,126,,
2021-08-01,SMALL BUSINESS,Cust5954,NA,PD1,228,285,,
2022-02-01,SMALL BUSINESS,Cust1034,EU,PD5,20.52,29,,
2021-01-01,SMALL BUSINESS,Cust30853,EU,PD1,15,17,,
2021-03-01,LARGE BUSINESS,Cust30854,EU,PD1,1443.1368,1659,,
2021-10-01,Medium Business,Cust18110,NA,PD1,71,99,,
2021-08-01,Medium Business,Cust30855,APJ,PD1,333.2,433,,
2022-02-01,Medium Business,Cust30858,EU,PD1,112.56,131,,
2021-05-01,SMALL BUSINESS,Cust26804,EU,PD4,35,35,,
2021-03-01,LARGE BUSINESS,Cust30859,UK,PD5,141.44,189,,
2021-08-01,Medium Business,Cust30860,APJ,PD1,118,142,,
2022-01-01,SMALL BUSINESS,Cust30861,EU,PD1,60,79,,
2021-12-01,Medium Business,Cust30863,EU,PD6,5165.9877,6078,,
2021-01-01,LARGE BUSINESS,Cust30864,MEA,PD1,138,138,,
2021-01-01,LARGE BUSINESS,Cust30865,NA,PD1,89.1,89,,
2021-09-01,SMALL BUSINESS,Cust30870,EU,PD6,510,654,,
2021-02-01,Medium Business,Cust22580,UK,PD10,61,76,,
2021-03-01,SMALL BUSINESS,Cust30871,NA,PD4,29,29,,
2021-01-01,SMALL BUSINESS,Cust26879,EU,PD1,19,25,,
2021-11-01,Medium Business,Cust13555,EU,PD6,303.81,304,,
2021-12-01,SMALL BUSINESS,Cust8991,NA,PD4,36,36,,
2021-04-01,SMALL BUSINESS,Cust30874,NA,PD1,30,79,,
2022-03-01,Medium Business,Cust30876,NA,PD2,131,131,,
2021-09-01,LARGE BUSINESS,Cust30877,UK,PD6,433.5,510,,
2021-10-01,Medium Business,Cust30878,INDIA,PD4,172.30644,172,,
2021-11-01,SMALL BUSINESS,Cust567,EU,PD1,18,18,,
2022-03-01,SMALL BUSINESS,Cust643,INDIA,PD2,73.5687,82,,
2021-02-01,LARGE BUSINESS,Cust30880,NA,PD1,98,114,,
2021-06-01,SMALL BUSINESS,Cust30881,NA,PD1,30.4,35,,
2021-04-01,LARGE BUSINESS,Cust22596,NA,PD5,59,81,,
2022-03-01,LARGE BUSINESS,Cust30884,EU,PD6,1206,1471,,
2022-01-01,Medium Business,Cust30885,MEA,PD1,295,373,,
2021-12-01,SMALL BUSINESS,Cust30887,EU,PD1,36,36,,
2021-02-01,LARGE BUSINESS,Cust8140,APJ,PD1,69,83,,
2021-12-01,SMALL BUSINESS,Cust30890,UK,PD1,20.4,26,,
2021-12-01,LARGE BUSINESS,Cust30891,NA,PD4,83,92,,
2021-03-01,LARGE BUSINESS,Cust655,APJ,PD5,299,404,,
2021-03-01,SMALL BUSINESS,Cust30893,EU,PD1,38,46,,
2021-04-01,SMALL BUSINESS,Cust30894,EU,PD5,36.9,45,,
2021-11-01,LARGE BUSINESS,Cust583,EU,PD4,183,203,,
2021-07-01,SMALL BUSINESS,Cust30828,UK,PD4,39.44,55,,
2022-02-01,Medium Business,Cust30896,EU,PD6,85.5,101,,
2021-06-01,SMALL BUSINESS,Cust30897,EU,PD1,70.11,82,,
2022-03-01,LARGE BUSINESS,Cust30898,NA,PD4,166,166,,
2021-11-01,Medium Business,Cust30899,EU,PD1,431.7915,485,,
2021-04-01,SMALL BUSINESS,Cust30901,NA,PD1,19,22,,
2021-03-01,SMALL BUSINESS,Cust19712,EU,PD1,40.8,91,,
2021-11-01,SMALL BUSINESS,Cust30903,NA,PD1,54,67,,
2021-01-01,SMALL BUSINESS,Cust30904,EU,PD4,29,37,,
2021-06-01,SMALL BUSINESS,Cust22690,NA,PD1,38,54,,
2022-02-01,Medium Business,Cust18245,NA,PD5,29,37,,
2021-01-01,SMALL BUSINESS,Cust30905,NA,PD1,152,173,,
2022-01-01,Medium Business,Cust7152,NA,PD7,94,254,,
2021-02-01,SMALL BUSINESS,Cust30907,NA,PD4,58,81,,
2021-09-01,Medium Business,Cust30909,NA,PD1,83.3,95,,
2022-03-01,Medium Business,Cust30910,MEA,PD5,47,66,,
2021-10-01,SMALL BUSINESS,Cust30912,EU,PD1,15,15,,
2021-04-01,LARGE BUSINESS,Cust30913,NA,PD1,245,245,,
2021-08-01,Medium Business,Cust9672,UK,PD5,231.24,231,,
2021-11-01,Medium Business,Cust30914,MEA,PD1,177,253,,
2021-10-01,LARGE BUSINESS,Cust30915,APJ,PD6,1482.546,1483,,
2021-04-01,LARGE BUSINESS,Cust30917,EU,PD5,59,59,,
2021-09-01,SMALL BUSINESS,Cust30918,NA,PD1,18,20,,
2021-01-01,SMALL BUSINESS,Cust675,NA,PD1,19,19,,
2022-02-01,Medium Business,Cust30919,EU,PD5,107.16,122,,
2022-03-01,SMALL BUSINESS,Cust30922,EU,PD6,98,245,,
2022-02-01,LARGE BUSINESS,Cust30923,EU,PD1,99,99,,
2021-04-01,Medium Business,Cust26818,NA,PD4,93.84,109,,
2021-02-01,SMALL BUSINESS,Cust26998,UK,PD1,20.4,23,,
2022-03-01,SMALL BUSINESS,Cust30925,NA,PD1,54,54,,
2021-09-01,SMALL BUSINESS,Cust30928,APJ,PD6,147,147,,
2021-07-01,SMALL BUSINESS,Cust27046,UK,PD7,61.2,61,,
2021-03-01,LARGE BUSINESS,Cust30929,UK,PD1,204,287,,
2022-01-01,SMALL BUSINESS,Cust30930,NA,PD5,54,72,,
2021-06-01,SMALL BUSINESS,Cust30932,INDIA,PD1,95,109,,
2021-05-01,SMALL BUSINESS,Cust8261,APJ,PD1,95,116,,
2021-03-01,LARGE BUSINESS,Cust27007,NA,PD1,69,69,,
2021-05-01,Medium Business,Cust30935,APJ,PD1,202.8,203,,
2021-11-01,Medium Business,Cust30936,NA,PD1,905.25,1091,,
2021-02-01,LARGE BUSINESS,Cust13518,EU,PD1,69,91,,
2021-02-01,LARGE BUSINESS,Cust30939,NA,PD5,196,218,,
2021-06-01,SMALL BUSINESS,Cust13524,EU,PD1,23.37,23,,
2022-02-01,SMALL BUSINESS,Cust2390,NA,PD5,45,52,,
2021-11-01,SMALL BUSINESS,Cust30940,NA,PD1,72,97,,
2021-07-01,SMALL BUSINESS,Cust30941,UK,PD1,61.2,81,,
2021-02-01,LARGE BUSINESS,Cust30943,NA,PD5,218,283,,
2021-11-01,SMALL BUSINESS,Cust21565,MEA,PD4,135,150,,
2021-07-01,SMALL BUSINESS,Cust30945,NA,PD1,15,31,,
2021-08-01,SMALL BUSINESS,Cust30948,EU,PD6,29,41,,
2021-10-01,Medium Business,Cust30950,EU,PD1,87.33,103,,
2022-03-01,SMALL BUSINESS,Cust30953,EU,PD5,20.52,25,,
2022-01-01,Medium Business,Cust30954,NA,PD1,59,69,,
2021-10-01,SMALL BUSINESS,Cust27040,EU,PD1,18,18,,
2021-03-01,SMALL BUSINESS,Cust30956,MEA,PD1,106.16669,142,,
2021-01-01,Medium Business,Cust13588,NA,PD7,39,39,,
2021-05-01,SMALL BUSINESS,Cust27044,INDIA,PD5,38.27664,47,,
2021-01-01,SMALL BUSINESS,Cust30957,UK,PD1,269.28,379,,
2021-10-01,Medium Business,Cust30958,NA,PD6,124,153,,
2021-08-01,LARGE BUSINESS,Cust25432,NA,PD6,8479.95,8480,,
2021-09-01,Medium Business,Cust30959,INDIA,PD1,257.25,303,,
2021-12-01,SMALL BUSINESS,Cust30962,NA,PD1,54,65,,
2021-03-01,SMALL BUSINESS,Cust30963,NA,PD1,95,113,,
2021-11-01,Medium Business,Cust13561,INDIA,PD5,46.49832,58,,
2021-06-01,LARGE BUSINESS,Cust30965,EU,PD5,2521.5984,2522,,
2021-01-01,LARGE BUSINESS,Cust30966,APJ,PD1,134.75,168,,
2022-03-01,SMALL BUSINESS,Cust30967,NA,PD1,60,60,,
2021-06-01,SMALL BUSINESS,Cust30968,APJ,PD6,220.5,266,,
2021-08-01,SMALL BUSINESS,Cust30969,EU,PD1,46.74,63,,
2022-01-01,Medium Business,Cust30971,EU,PD1,80.94,107,,
2021-04-01,SMALL BUSINESS,Cust30973,APJ,PD4,35,50,,
2021-06-01,LARGE BUSINESS,Cust30974,NA,PD1,99,118,,
2021-03-01,Medium Business,Cust8328,EU,PD1,70,88,,
2021-05-01,SMALL BUSINESS,Cust30975,INDIA,PD1,14.96,18,,
2021-01-01,SMALL BUSINESS,Cust22818,NA,PD8,14,17,,
2021-08-01,SMALL BUSINESS,Cust30977,UK,PD6,102,126,,
2021-01-01,SMALL BUSINESS,Cust30978,EU,PD1,93.48,93,,
2021-11-01,Medium Business,Cust30979,OTHERS,PD8,65,144,,
2021-01-01,Medium Business,Cust11063,NA,PD4,110.4,147,,
2021-07-01,SMALL BUSINESS,Cust30980,APJ,PD1,67.86,183,,
2021-03-01,SMALL BUSINESS,Cust8554,EU,PD1,38,43,,
2021-10-01,SMALL BUSINESS,Cust30982,NA,PD7,72,86,,
2021-05-01,Medium Business,Cust30983,NA,PD6,178,244,,
2021-06-01,Medium Business,Cust30985,UK,PD7,273,314,,
2021-12-01,Medium Business,Cust30986,NA,PD2,123.8,124,,
2021-09-01,Medium Business,Cust30988,NA,PD5,296.1,296,,
2021-04-01,LARGE BUSINESS,Cust30989,NA,PD1,1042.5,1287,,
2022-03-01,SMALL BUSINESS,Cust30990,INDIA,PD4,14.228184,16,,
2021-02-01,Medium Business,Cust30991,NA,PD8,28.8,29,,
2021-04-01,SMALL BUSINESS,Cust30992,APJ,PD1,38,49,,
2021-09-01,SMALL BUSINESS,Cust30993,UK,PD4,48.96,58,,
2021-05-01,SMALL BUSINESS,Cust30994,MEA,PD1,38,45,,
2021-04-01,LARGE BUSINESS,Cust754,UK,PD1,293.76,382,,
2021-08-01,SMALL BUSINESS,Cust30995,NA,PD1,114,139,,
2022-01-01,Medium Business,Cust30996,INDIA,PD2,126.2,147,,
2021-12-01,SMALL BUSINESS,Cust30997,INDIA,PD2,77,86,,
2021-01-01,LARGE BUSINESS,Cust31002,EU,PD1,325.458,407,,
2021-09-01,Medium Business,Cust31003,APJ,PD1,196,231,,
2021-02-01,SMALL BUSINESS,Cust31004,NA,PD7,122.4,163,,
2021-03-01,LARGE BUSINESS,Cust22799,NA,PD3,65,65,,
2021-10-01,Medium Business,Cust31006,MEA,PD1,272.7,350,,
2022-01-01,Medium Business,Cust31007,NA,PD6,218,291,,
2021-04-01,Medium Business,Cust16469,NA,PD1,90,107,,
2021-04-01,SMALL BUSINESS,Cust31008,EU,PD1,55.35,68,,
2021-06-01,LARGE BUSINESS,Cust12055,NA,PD1,117.3,132,,
2021-07-01,SMALL BUSINESS,Cust814,OTHERS,PD2,75,75,,
2021-03-01,SMALL BUSINESS,Cust31009,NA,PD6,330.75,385,,
2021-05-01,SMALL BUSINESS,Cust31012,NA,PD1,45,56,,
2021-08-01,SMALL BUSINESS,Cust31013,NA,PD1,324,410,,
2021-11-01,Medium Business,Cust31015,UK,PD4,78.88,99,,
2021-01-01,SMALL BUSINESS,Cust30972,NA,PD4,29,35,,
2021-06-01,SMALL BUSINESS,Cust31016,APJ,PD4,68,68,,
2021-05-01,SMALL BUSINESS,Cust31017,NA,PD1,15,21,,
2021-03-01,LARGE BUSINESS,Cust31018,EU,PD1,69,99,,
2021-01-01,SMALL BUSINESS,Cust955,NA,PD7,19,19,,
2021-04-01,SMALL BUSINESS,Cust831,NA,PD3,38,51,,
2022-03-01,SMALL BUSINESS,Cust31019,MEA,PD4,90,122,,
2021-03-01,SMALL BUSINESS,Cust31020,EU,PD1,38,52,,
2021-07-01,SMALL BUSINESS,Cust31021,MEA,PD6,76,92,,
2021-03-01,LARGE BUSINESS,Cust31023,EU,PD6,210.33,250,,
2021-12-01,LARGE BUSINESS,Cust22900,NA,PD4,69,90,,
2021-04-01,SMALL BUSINESS,Cust31025,NA,PD1,114,114,,
2021-07-01,SMALL BUSINESS,Cust31026,EU,PD1,19,19,,
2021-05-01,SMALL BUSINESS,Cust31027,APJ,PD7,45.24,57,,
2021-03-01,SMALL BUSINESS,Cust31028,EU,PD1,30,40,,
2021-12-01,SMALL BUSINESS,Cust31029,EU,PD4,45.51,57,,
2021-02-01,Medium Business,Cust31031,APJ,PD6,249.2,249,,
2021-08-01,LARGE BUSINESS,Cust31033,EU,PD1,254.61,364,,
2021-01-01,SMALL BUSINESS,Cust31034,NA,PD5,19,19,,
2021-05-01,SMALL BUSINESS,Cust31036,EU,PD1,19,23,,
2021-07-01,Medium Business,Cust31037,OTHERS,PD2,144.3,144,,
2021-01-01,Medium Business,Cust31039,EU,PD5,29.92,35,,
2021-06-01,LARGE BUSINESS,Cust19123,NA,PD6,5265.09,5265,,
2021-03-01,Medium Business,Cust31043,NA,PD4,1259.65,1680,,
2021-06-01,Medium Business,Cust31045,OTHERS,PD2,100,100,,
2022-01-01,Medium Business,Cust31046,EU,PD1,201.78,202,,
2021-01-01,SMALL BUSINESS,Cust31047,NA,PD1,75,101,,
2022-03-01,SMALL BUSINESS,Cust31048,NA,PD1,60,67,,
2021-12-01,SMALL BUSINESS,Cust31049,NA,PD6,49,65,,
2021-06-01,SMALL BUSINESS,Cust13652,EU,PD5,303.81,375,,
2021-12-01,Medium Business,Cust31050,EU,PD6,1633.7475,1900,,
2021-03-01,SMALL BUSINESS,Cust31052,INDIA,PD1,57.41496,67,,
2021-04-01,LARGE BUSINESS,Cust31053,APJ,PD5,137,196,,
2021-11-01,SMALL BUSINESS,Cust31056,NA,PD2,131,364,,
2021-10-01,SMALL BUSINESS,Cust31057,EU,PD1,84.87,115,,
2021-12-01,SMALL BUSINESS,Cust31059,APJ,PD1,65.25,65,,
2021-09-01,SMALL BUSINESS,Cust31060,NA,PD1,15,17,,
2021-12-01,LARGE BUSINESS,Cust31062,APJ,PD1,627.8766,795,,
2021-08-01,LARGE BUSINESS,Cust875,NA,PD4,83,95,,
2021-01-01,SMALL BUSINESS,Cust31063,NA,PD1,19,23,,
2021-07-01,SMALL BUSINESS,Cust31065,APJ,PD4,35,40,,
2021-10-01,LARGE BUSINESS,Cust31066,NA,PD6,218,266,,
2021-02-01,LARGE BUSINESS,Cust27157,APJ,PD1,138,166,,
2022-01-01,SMALL BUSINESS,Cust31069,INDIA,PD1,61.8942,76,,
2021-05-01,SMALL BUSINESS,Cust31070,NA,PD1,15,15,,
2021-02-01,SMALL BUSINESS,Cust22772,INDIA,PD5,57.41496,80,,
2021-11-01,SMALL BUSINESS,Cust27226,EU,PD1,54,69,,
2022-01-01,Medium Business,Cust31072,INDIA,PD1,66.5511,90,,
2022-02-01,SMALL BUSINESS,Cust31073,EU,PD1,36,92,,
2021-09-01,SMALL BUSINESS,Cust27230,APJ,PD5,72,81,,
2021-06-01,SMALL BUSINESS,Cust31076,NA,PD1,38,97,,
2022-03-01,Medium Business,Cust31077,NA,PD6,356,456,,
2021-11-01,SMALL BUSINESS,Cust31078,EU,PD4,154,154,,
2021-03-01,SMALL BUSINESS,Cust18446,INDIA,PD1,6.82632,9,,
2021-02-01,SMALL BUSINESS,Cust31083,EU,PD1,55.35,55,,
2021-07-01,SMALL BUSINESS,Cust31085,UK,PD1,74.8,170,,
2021-06-01,LARGE BUSINESS,Cust31087,APJ,PD6,1035.996,1439,,
2021-08-01,Medium Business,Cust27186,EU,PD4,104.55,120,,
2021-10-01,SMALL BUSINESS,Cust31088,NA,PD1,140,161,,
2022-03-01,SMALL BUSINESS,Cust31089,EU,PD6,91.2,102,,
2021-02-01,SMALL BUSINESS,Cust6609,NA,PD1,90,90,,
2022-01-01,SMALL BUSINESS,Cust31092,INDIA,PD1,150,185,,
2021-02-01,SMALL BUSINESS,Cust31093,NA,PD1,19,21,,
2021-04-01,SMALL BUSINESS,Cust31095,UK,PD1,104.72,122,,
2021-03-01,LARGE BUSINESS,Cust31096,EU,PD1,848.7,1974,,
2021-07-01,SMALL BUSINESS,Cust31097,EU,PD1,30,42,,
2021-11-01,LARGE BUSINESS,Cust31098,NA,PD6,523.2,616,,
2021-02-01,LARGE BUSINESS,Cust31099,NA,PD1,1230.01,1577,,
2022-01-01,Medium Business,Cust31100,UK,PD4,46.9,57,,
2021-05-01,Medium Business,Cust31101,APJ,PD1,114.66,155,,
2021-06-01,SMALL BUSINESS,Cust31102,EU,PD1,140.22,177,,
2021-11-01,LARGE BUSINESS,Cust8495,OTHERS,PD2,246.2,246,,
2021-07-01,Medium Business,Cust31103,NA,PD5,78,90,,
2022-03-01,Medium Business,Cust31104,UK,PD1,118,136,,
2021-12-01,LARGE BUSINESS,Cust31105,NA,PD6,781.98,869,,
2021-06-01,SMALL BUSINESS,Cust31109,NA,PD4,35,88,,
2022-02-01,Medium Business,Cust31110,NA,PD4,47,47,,
2022-03-01,Medium Business,Cust31111,MEA,PD1,181.05,211,,
2022-02-01,SMALL BUSINESS,Cust31113,NA,PD1,54,64,,
2022-03-01,Medium Business,Cust11153,APJ,PD5,87.6942,99,,
2021-11-01,Medium Business,Cust31116,NA,PD1,343,445,,
2021-07-01,LARGE BUSINESS,Cust31118,INDIA,PD5,176.43096,235,,
2021-08-01,Medium Business,Cust31120,EU,PD1,190.65,230,,
2021-03-01,LARGE BUSINESS,Cust31121,EU,PD1,487.08,677,,
2021-10-01,SMALL BUSINESS,Cust31123,NA,PD6,304,380,,
2021-04-01,SMALL BUSINESS,Cust31124,NA,PD6,500.06,500,,
2022-03-01,SMALL BUSINESS,Cust31126,EU,PD1,60,74,,
2021-07-01,SMALL BUSINESS,Cust31127,MEA,PD1,15,19,,
2021-04-01,Medium Business,Cust31128,INDIA,PD6,1203.599232,1450,,
2021-12-01,SMALL BUSINESS,Cust31129,APJ,PD1,36,41,,
2021-05-01,SMALL BUSINESS,Cust31130,NA,PD4,49.3,62,,
2021-06-01,LARGE BUSINESS,Cust31132,MEA,PD5,321.1,378,,
2021-09-01,Medium Business,Cust31133,APJ,PD1,497,599,,
2021-01-01,SMALL BUSINESS,Cust31134,UK,PD1,15,19,,
2021-08-01,SMALL BUSINESS,Cust31135,UK,PD1,61.2,71,,
2021-12-01,SMALL BUSINESS,Cust31136,APJ,PD1,18,18,,
2021-05-01,SMALL BUSINESS,Cust20086,APJ,PD1,72,72,,
2022-01-01,Medium Business,Cust3400,APJ,PD5,47,104,,
2021-03-01,SMALL BUSINESS,Cust31139,NA,PD5,19,19,,
2021-12-01,Medium Business,Cust31140,INDIA,PD6,2751.88,3574,,
2021-04-01,Medium Business,Cust31141,EU,PD1,135,135,,
2021-01-01,SMALL BUSINESS,Cust31144,APJ,PD1,38,43,,
2022-02-01,Medium Business,Cust12476,INDIA,PD2,146.558577,172,,
2021-02-01,SMALL BUSINESS,Cust31147,OTHERS,PD1,38,88,,
2021-02-01,Medium Business,Cust3411,APJ,PD7,39,49,,
2021-06-01,Medium Business,Cust31148,NA,PD1,167.2,232,,
2022-03-01,Medium Business,Cust31151,APJ,PD5,195,253,,
2021-06-01,LARGE BUSINESS,Cust31156,OTHERS,PD1,121.77,158,,
2022-03-01,Medium Business,Cust31158,NA,PD4,88.92,89,,
2021-07-01,SMALL BUSINESS,Cust31160,NA,PD1,19,22,,
2022-03-01,SMALL BUSINESS,Cust27354,NA,PD1,72,81,,
2021-05-01,LARGE BUSINESS,Cust31163,APJ,PD1,99,99,,
2021-04-01,SMALL BUSINESS,Cust13717,NA,PD8,14,14,,
2021-12-01,Medium Business,Cust31166,MEA,PD6,600.05,723,,
2021-05-01,SMALL BUSINESS,Cust31167,UK,PD6,61.2,61,,
2021-07-01,Medium Business,Cust841,OTHERS,PD2,150,195,,
2021-01-01,SMALL BUSINESS,Cust31168,EU,PD1,114,128,,
2022-01-01,Medium Business,Cust27178,NA,PD1,175,203,,
2021-04-01,SMALL BUSINESS,Cust31169,EU,PD8,14,14,,
2021-03-01,LARGE BUSINESS,Cust15901,MEA,PD5,89.99,108,,
2021-06-01,LARGE BUSINESS,Cust29892,APJ,PD5,129.285,129,,
2021-03-01,SMALL BUSINESS,Cust31170,NA,PD1,57,72,,
2021-03-01,LARGE BUSINESS,Cust31171,APJ,PD5,88.92,119,,
2021-03-01,LARGE BUSINESS,Cust31172,APJ,PD6,1063.92,2364,,
2021-11-01,SMALL BUSINESS,Cust31174,UK,PD1,140,163,,
2021-08-01,SMALL BUSINESS,Cust31175,EU,PD6,184.5,185,,
2022-02-01,LARGE BUSINESS,Cust31176,NA,PD1,380,380,,
2021-06-01,LARGE BUSINESS,Cust31178,INDIA,PD1,123.10632,176,,
2022-03-01,SMALL BUSINESS,Cust703,EU,PD5,15,17,,
2021-10-01,SMALL BUSINESS,Cust31184,INDIA,PD4,14.762088,15,,
2022-03-01,Medium Business,Cust31185,EU,PD6,468.5286,642,,
2021-10-01,SMALL BUSINESS,Cust31186,UK,PD6,533.12,620,,
2021-08-01,SMALL BUSINESS,Cust31187,UK,PD1,40.8,105,,
2021-08-01,SMALL BUSINESS,Cust31188,EU,PD4,15,15,,
2021-04-01,Medium Business,Cust31190,MEA,PD5,30,37,,
2022-02-01,SMALL BUSINESS,Cust31191,INDIA,PD1,18,21,,
2021-02-01,Medium Business,Cust31192,EU,PD1,214.02,274,,
2021-03-01,SMALL BUSINESS,Cust28443,NA,PD1,19,23,,
2021-02-01,SMALL BUSINESS,Cust31194,UK,PD1,164.56,211,,
2021-11-01,Medium Business,Cust31195,EU,PD1,72.57,102,,
2021-07-01,SMALL BUSINESS,Cust20717,NA,PD1,84,104,,
2021-04-01,SMALL BUSINESS,Cust31199,MEA,PD2,42.5,58,,
2021-04-01,Medium Business,Cust31201,NA,PD6,109,149,,
2021-05-01,LARGE BUSINESS,Cust31203,EU,PD1,310.5135,398,,
2022-01-01,Medium Business,Cust31204,APJ,PD1,71,71,,
2021-12-01,LARGE BUSINESS,Cust8647,OTHERS,PD1,95,109,,
2021-12-01,SMALL BUSINESS,Cust31208,INDIA,PD4,14.7637296,19,,
2021-08-01,SMALL BUSINESS,Cust31211,NA,PD4,29,34,,
2022-01-01,Medium Business,Cust31212,EU,PD5,94,107,,
2021-01-01,Medium Business,Cust31213,EU,PD6,412.05,412,,
2021-05-01,SMALL BUSINESS,Cust31215,EU,PD1,38,50,,
2021-10-01,Medium Business,Cust22583,APJ,PD1,59,72,,
2021-08-01,SMALL BUSINESS,Cust31217,NA,PD1,30,36,,
2021-07-01,LARGE BUSINESS,Cust31218,APJ,PD5,137,163,,
2021-08-01,SMALL BUSINESS,Cust13339,EU,PD1,18,25,,
2021-06-01,SMALL BUSINESS,Cust31219,NA,PD1,60,67,,
2021-03-01,SMALL BUSINESS,Cust31222,EU,PD1,418,486,,
2021-09-01,SMALL BUSINESS,Cust31223,NA,PD4,108,146,,
2021-05-01,SMALL BUSINESS,Cust31224,NA,PD1,95,221,,
2021-07-01,SMALL BUSINESS,Cust31227,APJ,PD1,135.72,168,,
2021-03-01,SMALL BUSINESS,Cust31228,NA,PD6,113.05,269,,
2022-03-01,Medium Business,Cust31231,NA,PD1,49,49,,
2021-03-01,LARGE BUSINESS,Cust23802,NA,PD1,490,700,,
2021-08-01,SMALL BUSINESS,Cust3167,NA,PD4,18,20,,
2021-10-01,LARGE BUSINESS,Cust8614,APJ,PD1,613.08,713,,
2021-06-01,LARGE BUSINESS,Cust27118,NA,PD6,2616,3488,,
2021-01-01,LARGE BUSINESS,Cust3168,MEA,PD1,84.87,116,,
2021-03-01,SMALL BUSINESS,Cust18584,INDIA,PD1,68.897952,84,,
2022-01-01,Medium Business,Cust31234,NA,PD1,118,151,,
2021-05-01,SMALL BUSINESS,Cust31240,NA,PD4,87,121,,
2022-02-01,SMALL BUSINESS,Cust31245,NA,PD6,621.5,749,,
2022-01-01,SMALL BUSINESS,Cust31246,EU,PD1,18,22,,
2021-07-01,SMALL BUSINESS,Cust31247,MEA,PD1,198,275,,
2022-03-01,SMALL BUSINESS,Cust31248,EU,PD1,36,73,,
2021-09-01,Medium Business,Cust18659,EU,PD1,71,71,,
2021-01-01,SMALL BUSINESS,Cust31252,APJ,PD6,236,236,,
2021-10-01,SMALL BUSINESS,Cust3225,NA,PD4,54,75,,
2021-04-01,LARGE BUSINESS,Cust23065,NA,PD4,447,447,,
2021-02-01,LARGE BUSINESS,Cust31256,NA,PD1,58.65,159,,
2021-12-01,SMALL BUSINESS,Cust31257,APJ,PD4,85.5,97,,
2021-11-01,LARGE BUSINESS,Cust7872,NA,PD1,119,134,,
2022-03-01,SMALL BUSINESS,Cust31258,NA,PD4,18,21,,
2021-10-01,SMALL BUSINESS,Cust31260,OTHERS,PD2,95.88,135,,
2021-06-01,SMALL BUSINESS,Cust31261,NA,PD1,361,469,,
2022-03-01,Medium Business,Cust31262,EU,PD6,256.5,305,,
2022-02-01,Medium Business,Cust31263,EU,PD4,204.06,416,,
2022-03-01,SMALL BUSINESS,Cust31268,NA,PD1,18,26,,
2022-01-01,LARGE BUSINESS,Cust31269,NA,PD1,71.03,101,,
2021-06-01,SMALL BUSINESS,Cust31272,EU,PD6,61.5,88,,
2021-10-01,LARGE BUSINESS,Cust7967,INDIA,PD5,354,402,,
2021-09-01,LARGE BUSINESS,Cust10845,INDIA,PD1,346.49,866,,
2021-05-01,LARGE BUSINESS,Cust13148,NA,PD6,129,129,,
2021-09-01,LARGE BUSINESS,Cust31274,MEA,PD3,249,293,,
2022-02-01,SMALL BUSINESS,Cust31275,EU,PD1,171,171,,
